Customer,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond yes or no.
6800,1,5,4,Yes
6801,3,2,5,Yes
6802,5,4,2,No
6803,3,5,5,Yes
6804,5,2,3,Yes
6805,2,5,1,Yes
6806,4,3,5,Yes
6807,3,1,3,Yes
6808,1,5,2,Yes
6809,5,3,2,No
6810,2,2,4,Yes
6811,4,2,4,Yes
6812,5,4,3,Yes
6813,2,4,5,Yes
6814,5,3,3,Yes
6815,3,5,1,Yes
6816,1,3,5,Yes
6817,5,1,5,Yes
6818,3,5,2,No
6819,2,5,1,Yes
6820,2,2,5,No
6821,4,1,2,Yes
6822,4,5,3,Yes
6823,3,2,5,No
6824,5,3,3,Yes
6825,3,5,4,Yes
6826,1,3,5,Yes
6827,5,4,2,Yes
6828,5,5,5,No
6829,2,2,1,Yes
6830,1,5,3,Yes
6831,5,1,5,Yes
6832,2,3,3,No
6833,3,5,5,Yes
6834,5,3,2,Yes
6835,3,5,4,Yes
6836,4,2,3,Yes
6837,5,4,1,No
6838,2,3,5,Yes
6839,5,1,2,Yes
6840,1,5,4,Yes
6841,3,2,5,Yes
6842,5,4,2,No
6843,3,5,5,Yes
6844,5,2,3,Yes
6845,2,5,1,Yes
6846,4,3,5,Yes
6847,3,1,3,Yes
6848,1,5,2,Yes
6849,5,3,2,No
6850,2,2,4,Yes
6851,4,2,4,Yes
6852,5,4,3,Yes
6853,2,4,5,Yes
6854,5,3,3,Yes
6855,3,5,1,Yes
6856,1,3,5,Yes
6857,5,1,5,Yes
6858,3,5,2,No
6859,2,5,1,Yes
6860,2,2,5,No
6861,4,1,2,Yes
6862,4,5,3,Yes
6863,3,2,5,No
6864,5,3,3,Yes
6865,3,5,4,Yes
6866,1,3,5,Yes
6867,5,4,2,Yes
6868,5,5,5,No
6869,2,2,1,Yes
6870,1,5,3,Yes
6871,5,1,5,Yes
6872,2,3,3,No
6873,3,5,5,Yes
6874,,3,2,Yes
6875,5,5,4,Yes
6876,3,2,3,Yes
6877,4,4,1,No
6878,5,3,5,Yes
6879,2,1,2,Yes
6880,5,5,4,Yes
6881,1,2,5,Yes
6882,3,4,2,No
6883,5,5,5,Yes
6884,3,2,3,Yes
6885,5,5,1,Yes
6886,2,3,5,Yes
6887,4,1,3,Yes
6888,3,5,2,Yes
6889,1,3,2,No
6890,5,2,4,Yes
6891,2,2,4,Yes
6892,4,4,3,Yes
6893,5,4,5,Yes
6894,2,3,3,Yes
6895,5,5,1,Yes
6896,3,3,5,Yes
6897,1,1,5,Yes
6898,5,5,2,No
6899,3,5,1,Yes
6900,2,2,5,No
6901,2,1,2,Yes
6902,4,5,3,Yes
6903,4,2,,No
6904,3,3,,Yes
6905,5,,,Yes
6906,3,,,Yes
6907,1,,,Yes
6908,5,3,4,No
6909,3,4,3,Yes
6910,4,5,2,Yes
6911,5,3,4,Yes
6912,2,5,1,No
6913,5,2,5,Yes
6914,1,4,3,Yes
6915,3,3,2,Yes
6916,5,1,3,Yes
6917,3,5,3,No
6918,5,3,4,Yes
6919,2,2,5,Yes
6920,4,5,3,Yes
6921,3,4,2,Yes
6922,1,5,1,No
6923,5,4,5,Yes
6924,2,2,4,Yes
6925,4,4,4,Yes
6926,3,3,3,Yes
6927,1,1,1,Yes
6928,5,5,5,Yes
6929,2,2,2,No
6930,4,4,4,Yes
6931,5,5,5,Yes
6932,2,2,2,Yes
6933,5,5,5,Yes
6934,3,3,3,Yes
6935,1,1,1,Yes
6936,5,5,5,Yes
6937,3,3,3,Yes
6938,2,2,2,No
6939,2,2,2,Yes
6940,4,4,4,No
6941,4,4,4,Yes
6942,3,3,3,Yes
6943,5,5,5,No
6944,3,3,3,Yes
6945,1,1,1,Yes
6946,5,5,5,Yes
6947,5,5,5,Yes
6948,2,2,2,No
6949,1,1,1,Yes
6950,5,5,5,Yes
6951,2,2,2,Yes
6952,3,3,3,No
6953,5,5,5,Yes
6954,3,3,3,Yes
6955,4,4,4,Yes
6956,5,5,5,Yes
6957,2,2,2,No
6958,5,5,5,Yes
6959,1,1,1,Yes
6960,3,3,3,Yes
6961,5,5,5,Yes
6962,3,3,3,No
6963,5,5,5,Yes
6964,2,2,2,Yes
6965,4,4,4,Yes
6966,3,3,3,Yes
6967,1,1,1,Yes
6968,5,5,5,Yes
6969,2,2,2,No
6970,4,4,4,Yes
6971,5,5,5,Yes
6972,2,2,2,Yes
6973,5,5,5,Yes
6974,3,3,3,Yes
6975,1,1,1,Yes
6976,5,5,5,Yes
6977,3,3,3,Yes
6978,2,2,2,No
6979,2,2,2,Yes
6980,4,4,4,No
6981,4,4,4,Yes
6982,3,3,3,Yes
6983,5,5,5,No
6984,3,3,3,Yes
6985,1,1,1,Yes
6986,5,5,5,Yes
6987,5,5,5,Yes
6988,2,2,2,No
6989,1,1,1,Yes
6990,5,5,5,Yes
6991,2,2,2,Yes
6992,3,3,3,No
6993,5,5,5,Yes
6994,3,3,3,Yes
6995,4,4,4,Yes
6996,5,5,5,Yes
6997,2,2,2,No
6998,5,5,5,Yes
6999,1,1,1,Yes
7000,3,3,3,Yes
7001,5,5,5,Yes
7002,3,3,3,No
7003,5,5,5,Yes
7004,2,2,2,Yes
7005,4,4,4,Yes
7006,3,3,3,Yes
7007,1,1,1,Yes
7008,5,5,5,Yes
7009,2,2,2,No
7010,4,4,4,Yes
7011,5,5,5,Yes
7012,2,2,2,Yes
7013,5,5,5,Yes
7014,3,3,3,Yes
7015,1,1,1,Yes
7016,5,5,5,Yes
7017,3,3,3,Yes
7018,2,2,2,No
7019,2,2,2,Yes
7020,4,4,4,No
7021,4,4,4,Yes
7022,3,3,3,Yes
7023,5,5,5,No
7024,3,3,3,Yes
7025,1,1,1,Yes
7026,5,5,5,Yes
7027,5,5,5,Yes
7028,2,2,2,No
7029,1,1,1,Yes
7030,5,5,5,Yes
7031,2,2,2,Yes
7032,3,3,3,No
7033,5,5,5,Yes
7034,3,3,3,Yes
7035,4,4,4,Yes
7036,5,5,5,Yes
7037,2,2,2,No
7038,5,5,5,Yes
7039,1,1,1,Yes
7040,3,3,3,Yes
7041,5,5,5,Yes
7042,3,3,3,No
7043,5,5,5,Yes
7044,2,2,2,Yes
7045,4,4,4,Yes
7046,3,3,3,Yes
7047,1,1,1,Yes
7048,5,5,5,Yes
7049,2,2,2,No
7050,4,4,4,Yes
7051,5,5,5,Yes
7052,2,2,2,Yes
7053,5,5,5,Yes
7054,3,3,3,Yes
7055,1,1,1,Yes
7056,5,5,5,Yes
7057,3,3,3,Yes
7058,2,2,2,No
7059,2,2,2,Yes
7060,4,4,4,No
7061,4,4,4,Yes
7062,3,3,3,Yes
7063,5,5,5,No
7064,3,3,3,Yes
7065,1,1,1,Yes
7066,5,5,5,Yes
7067,5,5,5,Yes
7068,2,2,2,No
7069,1,1,1,Yes
7070,5,5,5,Yes
7071,2,2,2,Yes
7072,3,3,3,No
7073,5,5,5,Yes
7074,3,3,3,Yes
7075,4,4,4,Yes
7076,5,5,5,Yes
7077,2,2,2,No
7078,5,5,5,Yes
7079,1,1,1,Yes
7080,3,3,3,Yes
7081,5,5,5,Yes
7082,3,3,3,No
7083,5,5,5,Yes
7084,2,2,2,Yes
7085,4,4,4,Yes
7086,3,3,3,Yes
7087,1,1,1,Yes
7088,5,5,5,Yes
7089,2,2,2,No
7090,4,4,4,Yes
7091,5,5,5,Yes
7092,2,2,2,Yes
7093,5,5,5,Yes
7094,3,3,3,Yes
7095,1,1,1,Yes
7096,5,5,5,Yes
7097,3,3,3,Yes
7098,2,2,2,No
7099,2,2,2,Yes
7100,4,4,4,No
7101,4,4,4,Yes
7102,3,3,3,Yes
7103,5,5,5,No
7104,3,3,3,Yes
7105,1,1,1,Yes
7106,5,5,5,Yes
7107,5,5,5,Yes
7108,2,2,2,No
7109,1,1,1,Yes
7110,5,5,5,Yes
7111,2,2,2,Yes
7112,3,3,3,No
7113,,5,5,Yes
7114,,3,3,Yes
7115,,4,4,Yes
7116,,5,5,Yes
7117,,2,2,No
7118,,5,5,Yes
7119,,1,1,Yes
7120,,3,3,Yes
7121,,5,5,Yes
7122,,3,3,No
7123,,5,5,Yes
7124,,2,2,Yes
7125,,4,4,Yes
7126,,3,3,Yes
7127,,1,1,Yes
7128,,5,5,Yes
7129,,2,2,No
7130,,4,4,Yes
7131,,5,5,
7132,,2,2,
7133,,5,5,
7134,,3,3,
7135,,1,1,
7136,5,5,5,
7137,3,3,3,
7138,4,2,2,
7139,5,2,2,
7140,2,4,4,
7141,5,4,4,
7142,1,3,3,
7143,3,5,5,
7144,5,3,3,
7145,3,1,1,
7146,5,5,5,
7147,2,5,5,
7148,4,2,2,
7149,3,1,1,
7150,1,5,5,
7151,5,2,2,
7152,2,3,3,
7153,4,,,
7154,5,5,5,
7155,2,3,3,
7156,5,4,4,
7157,3,5,5,
7158,1,2,2,
7159,5,5,5,
7160,3,1,1,
7161,2,3,3,
7162,2,5,5,
7163,4,3,3,
7164,4,5,5,
7165,3,2,2,
7166,5,4,4,
7167,3,3,3,
7168,1,1,1,
7169,5,5,5,
7170,5,2,2,
7171,2,4,4,
7172,1,5,5,
7173,5,2,2,
7174,2,5,5,
7175,3,3,3,
7176,5,1,1,
7177,3,5,5,
7178,4,3,3,
7179,5,2,2,
7180,2,2,2,
7181,5,4,4,
7182,1,4,4,
7183,3,3,3,
7184,5,5,5,
7185,3,3,3,
7186,5,1,1,
7187,2,5,5,
7188,4,5,5,
7189,3,2,2,
7190,1,1,1,
7191,5,5,5,
7192,2,2,2,
7193,4,3,3,
7194,5,5,5,
7195,2,3,3,
7196,5,4,4,
7197,3,5,5,
7198,1,2,2,
7199,5,5,5,
7200,3,1,1,
7201,2,3,3,
7202,2,5,5,
7203,4,3,3,
7204,4,5,5,
7205,3,2,2,
7206,5,4,4,
7207,3,3,3,
7208,1,1,1,
7209,5,5,5,
7210,5,2,2,
7211,2,4,4,
7212,1,5,5,
7213,5,2,2,
7214,2,5,5,Yes
7215,3,3,3,Yes
7216,5,1,1,Yes
7217,3,5,5,Yes
7218,4,3,3,Yes
7219,5,2,2,Yes
7220,2,2,2,Yes
7221,5,4,4,No
7222,1,4,4,Yes
7223,3,3,3,No
7224,5,5,5,Yes
7225,3,3,3,Yes
7226,5,1,1,No
7227,2,5,5,Yes
7228,4,5,5,Yes
7229,3,2,2,Yes
7230,1,1,1,Yes
7231,5,5,5,No
7232,2,2,2,Yes
7233,4,3,3,Yes
7234,5,5,5,Yes
7235,2,3,3,No
7236,5,4,4,Yes
7237,3,5,5,Yes
7238,1,2,2,Yes
7239,5,5,5,Yes
7240,3,1,1,No
7241,2,3,3,Yes
7242,2,5,5,Yes
7243,4,3,3,Yes
7244,4,5,5,Yes
7245,3,2,2,No
7246,5,4,4,Yes
7247,3,3,3,Yes
7248,1,1,1,Yes
7249,5,5,5,Yes
7250,5,2,2,Yes
7251,2,4,4,Yes
7252,1,5,5,No
7253,5,2,2,Yes
7254,2,5,5,Yes
7255,3,3,3,Yes
7256,5,1,1,Yes
7257,3,5,5,Yes
7258,4,3,3,Yes
7259,5,2,2,Yes
7260,2,2,2,Yes
7261,5,4,4,No
7262,1,4,4,Yes
7263,3,3,3,No
7264,5,5,5,Yes
7265,3,3,3,Yes
7266,5,1,1,No
7267,2,5,5,Yes
7268,4,5,5,Yes
7269,3,2,2,Yes
7270,1,1,1,Yes
7271,5,5,5,No
7272,2,2,2,Yes
7273,4,3,3,Yes
7274,5,5,5,Yes
7275,2,3,3,No
7276,5,4,4,Yes
7277,3,5,5,Yes
7278,1,2,2,Yes
7279,5,5,5,Yes
7280,3,1,1,No
7281,2,3,3,Yes
7282,2,5,5,Yes
7283,4,3,3,Yes
7284,4,5,5,Yes
7285,3,2,2,No
7286,5,4,4,Yes
7287,3,3,3,Yes
7288,1,1,1,Yes
7289,5,5,5,Yes
7290,5,2,2,Yes
7291,2,4,4,Yes
7292,1,5,5,No
7293,5,2,2,Yes
7294,2,5,5,Yes
7295,3,3,3,Yes
7296,,1,1,Yes
7297,5,5,5,Yes
7298,3,3,3,Yes
7299,4,2,2,Yes
7300,5,2,2,Yes
7301,2,4,4,No
7302,5,4,4,Yes
7303,1,3,3,No
7304,3,5,5,Yes
7305,5,3,3,Yes
7306,3,1,1,No
7307,5,5,5,Yes
7308,2,5,5,Yes
7309,4,2,2,Yes
7310,3,1,1,Yes
7311,1,5,5,No
7312,5,2,2,Yes
7313,2,3,3,Yes
7314,4,,,Yes
7315,5,,,No
7316,2,,,Yes
7317,5,,,Yes
7318,3,,,Yes
7319,1,,,Yes
7320,5,,,No
7321,3,,,Yes
7322,2,,,Yes
7323,2,,,Yes
7324,4,,,Yes
7325,4,,,No
7326,3,,5,Yes
7327,5,,3,Yes
7328,3,5,4,Yes
7329,1,3,5,Yes
7330,5,4,2,Yes
7331,5,5,5,Yes
7332,2,2,1,No
7333,1,5,3,Yes
7334,5,1,5,Yes
7335,2,3,3,Yes
7336,3,5,5,Yes
7337,5,3,2,Yes
7338,3,5,4,Yes
7339,4,2,3,Yes
7340,5,4,1,Yes
7341,2,3,5,No
7342,5,1,2,Yes
7343,1,5,4,No
7344,3,2,5,Yes
7345,5,4,2,Yes
7346,3,5,5,No
7347,5,2,3,Yes
7348,2,5,1,Yes
7349,4,3,5,Yes
7350,3,1,3,Yes
7351,1,5,2,No
7352,5,3,2,Yes
7353,2,2,4,Yes
7354,4,2,4,Yes
7355,5,4,3,No
7356,2,4,5,Yes
7357,5,3,3,Yes
7358,3,5,1,Yes
7359,1,3,5,Yes
7360,5,1,5,No
7361,3,5,2,Yes
7362,2,5,1,Yes
7363,2,2,5,Yes
7364,4,1,2,Yes
7365,4,5,3,No
7366,3,2,5,Yes
7367,5,3,3,Yes
7368,3,5,4,Yes
7369,1,3,5,Yes
7370,5,4,2,Yes
7371,5,5,5,Yes
7372,2,2,1,No
7373,1,5,3,Yes
7374,5,1,5,Yes
7375,2,3,3,Yes
7376,3,5,5,Yes
7377,5,3,2,Yes
7378,3,5,4,Yes
7379,4,2,3,Yes
7380,5,4,1,Yes
7381,2,3,5,No
7382,5,1,2,Yes
7383,1,5,4,No
7384,3,2,5,Yes
7385,5,4,2,Yes
7386,3,5,5,No
7387,5,2,3,Yes
7388,2,5,1,Yes
7389,4,3,5,Yes
7390,3,1,3,Yes
7391,1,5,2,No
7392,5,3,2,Yes
7393,2,2,4,Yes
7394,4,2,4,Yes
7395,5,4,3,No
7396,2,4,5,Yes
7397,5,3,3,Yes
7398,3,5,1,Yes
7399,1,3,5,Yes
7400,5,1,5,No
7401,3,5,2,Yes
7402,2,5,1,Yes
7403,2,2,5,Yes
7404,4,1,2,Yes
7405,4,5,3,No
7406,3,2,5,Yes
7407,5,3,3,Yes
7408,3,5,4,Yes
7409,1,3,5,Yes
7410,5,4,2,Yes
7411,5,5,5,Yes
7412,2,2,1,No
7413,1,5,3,Yes
7414,5,1,5,Yes
7415,2,3,3,Yes
7416,3,5,5,Yes
7417,5,3,2,Yes
7418,3,5,4,Yes
7419,4,2,3,Yes
7420,5,4,1,Yes
7421,2,3,5,No
7422,5,1,2,Yes
7423,1,5,4,No
7424,3,2,5,Yes
7425,5,4,2,Yes
7426,3,5,5,No
7427,5,2,3,Yes
7428,2,5,1,Yes
7429,4,3,5,Yes
7430,3,1,3,Yes
7431,1,5,2,No
7432,5,3,2,Yes
7433,2,2,4,Yes
7434,4,2,4,Yes
7435,5,4,3,No
7436,2,4,5,Yes
7437,5,3,3,Yes
7438,3,5,1,Yes
7439,1,3,5,Yes
7440,5,1,5,No
7441,3,5,2,Yes
7442,2,5,1,Yes
7443,2,2,5,Yes
7444,4,1,2,Yes
7445,4,5,3,No
7446,3,2,5,Yes
7447,5,3,3,Yes
7448,3,5,4,Yes
7449,1,3,5,Yes
7450,5,4,2,Yes
7451,5,5,5,Yes
7452,2,2,1,No
7453,1,5,3,Yes
7454,5,1,5,Yes
7455,2,3,3,Yes
7456,3,5,5,Yes
7457,,3,2,Yes
7458,5,5,4,Yes
7459,3,2,3,Yes
7460,4,4,1,Yes
7461,5,3,5,No
7462,2,1,2,Yes
7463,5,5,4,No
7464,1,2,5,Yes
7465,3,4,2,Yes
7466,5,5,5,No
7467,3,2,3,Yes
7468,5,5,1,Yes
7469,2,3,5,Yes
7470,4,1,3,Yes
7471,3,5,2,No
7472,1,3,2,Yes
7473,5,2,4,Yes
7474,2,2,4,Yes
7475,4,4,3,No
7476,5,4,5,Yes
7477,2,3,3,Yes
7478,5,5,1,Yes
7479,3,3,5,Yes
7480,1,1,5,No
7481,5,5,2,Yes
7482,3,5,1,Yes
7483,2,2,5,Yes
7484,2,1,2,Yes
7485,4,5,3,No
7486,4,2,,Yes
7487,3,3,,Yes
7488,5,,,Yes
7489,3,,,Yes
7490,1,,,Yes
7491,5,3,4,Yes
7492,3,4,3,No
7493,4,5,2,Yes
7494,5,3,4,Yes
7495,2,5,1,Yes
7496,5,2,5,Yes
7497,1,4,3,Yes
7498,3,3,2,Yes
7499,5,1,3,Yes
7500,3,5,3,Yes
7501,5,3,4,No
7502,2,2,5,Yes
7503,4,5,3,No
7504,3,4,2,Yes
7505,1,5,1,Yes
7506,5,4,5,No
7507,2,2,4,Yes
7508,4,5,4,Yes
7509,5,1,5,Yes
7510,2,4,4,Yes
7511,5,5,1,No
7512,3,3,3,Yes
7513,1,5,5,Yes
7514,5,4,4,Yes
7515,3,3,2,No
7516,2,3,4,Yes
7517,2,2,3,Yes
7518,4,5,4,Yes
7519,4,1,2,Yes
7520,3,4,5,No
7521,5,5,4,Yes
7522,3,3,4,Yes
7523,1,2,5,Yes
7524,5,5,1,Yes
7525,5,1,2,No
7526,2,3,3,Yes
7527,1,5,4,Yes
7528,5,4,3,Yes
7529,2,2,4,Yes
7530,3,3,2,Yes
7531,5,5,5,Yes
7532,3,3,3,No
7533,4,4,4,Yes
7534,5,5,5,Yes
7535,2,2,2,Yes
7536,5,5,5,Yes
7537,1,1,1,Yes
7538,3,3,3,Yes
7539,5,5,5,Yes
7540,3,3,3,Yes
7541,5,5,5,No
7542,2,2,2,Yes
7543,4,4,4,No
7544,3,3,3,Yes
7545,1,1,1,Yes
7546,5,5,5,No
7547,2,2,2,Yes
7548,4,4,4,Yes
7549,5,5,5,Yes
7550,2,2,2,Yes
7551,5,5,5,No
7552,3,3,3,Yes
7553,1,1,1,Yes
7554,5,5,5,Yes
7555,3,3,3,No
7556,2,2,2,Yes
7557,2,2,2,Yes
7558,4,4,4,Yes
7559,4,4,4,Yes
7560,3,3,3,No
7561,5,5,5,Yes
7562,3,3,3,Yes
7563,1,1,1,Yes
7564,5,5,5,Yes
7565,5,5,5,No
7566,2,2,2,Yes
7567,1,1,1,Yes
7568,5,5,5,Yes
7569,2,2,2,Yes
7570,3,3,3,Yes
7571,5,5,5,Yes
7572,3,3,3,No
7573,4,4,4,Yes
7574,5,5,5,Yes
7575,2,2,2,Yes
7576,5,5,5,Yes
7577,1,1,1,Yes
7578,3,3,3,Yes
7579,5,5,5,Yes
7580,3,3,3,Yes
7581,5,5,5,No
7582,2,2,2,Yes
7583,4,4,4,No
7584,3,3,3,Yes
7585,1,1,1,Yes
7586,5,5,5,No
7587,2,2,2,Yes
7588,4,4,4,Yes
7589,5,5,5,Yes
7590,2,2,2,Yes
7591,5,5,5,No
7592,3,3,3,Yes
7593,1,1,1,Yes
7594,5,5,5,Yes
7595,3,3,3,No
7596,2,2,2,Yes
7597,2,2,2,Yes
7598,4,4,4,Yes
7599,4,4,4,Yes
7600,3,3,3,No
7601,5,5,5,Yes
7602,3,3,3,Yes
7603,1,1,1,Yes
7604,5,5,5,Yes
7605,5,5,5,No
7606,2,2,2,Yes
7607,1,1,1,Yes
7608,5,5,5,Yes
7609,2,2,2,Yes
7610,3,3,3,Yes
7611,5,5,5,Yes
7612,3,3,3,No
7613,4,4,4,Yes
7614,5,5,5,Yes
7615,2,2,2,Yes
7616,5,5,5,No
7617,1,1,1,Yes
7618,3,3,3,
7619,5,5,5,
7620,3,3,3,
7621,5,5,5,
7622,2,2,2,
7623,4,4,4,
7624,3,3,3,
7625,1,1,1,
7626,5,5,5,
7627,2,2,2,
7628,4,4,4,
7629,5,5,5,
7630,2,2,2,
7631,5,5,5,
7632,3,3,3,
7633,1,1,1,
7634,5,5,5,
7635,3,3,3,
7636,2,2,2,
7637,2,2,2,
7638,4,4,4,
7639,4,4,4,
7640,3,3,3,
7641,5,5,5,
7642,3,3,3,
7643,1,1,1,
7644,5,5,5,
7645,5,5,5,
7646,2,2,2,
7647,1,1,1,
7648,5,5,5,Yes
7649,2,2,2,Yes
7650,3,3,3,Yes
7651,5,5,5,Yes
7652,3,3,3,Yes
7653,4,4,4,Yes
7654,5,5,5,Yes
7655,2,2,2,No
7656,5,5,5,Yes
7657,1,1,1,No
7658,3,3,3,Yes
7659,5,5,5,Yes
7660,3,3,3,No
7661,5,5,5,Yes
7662,2,2,2,Yes
7663,4,4,4,Yes
7664,3,3,3,Yes
7665,1,1,1,No
7666,5,5,5,Yes
7667,2,2,2,Yes
7668,4,4,4,Yes
7669,5,5,5,No
7670,2,2,2,Yes
7671,5,5,5,Yes
7672,3,3,3,Yes
7673,1,1,1,Yes
7674,5,5,5,No
7675,3,3,3,Yes
7676,2,2,2,Yes
7677,2,2,2,Yes
7678,4,4,4,Yes
7679,4,4,4,No
7680,3,3,3,Yes
7681,5,5,5,Yes
7682,3,3,3,Yes
7683,1,1,1,Yes
7684,5,5,5,Yes
7685,5,5,5,Yes
7686,2,2,2,No
7687,1,1,1,Yes
7688,5,5,5,Yes
7689,2,2,2,Yes
7690,3,3,3,Yes
7691,5,5,5,Yes
7692,3,3,3,Yes
7693,4,4,4,Yes
7694,5,5,5,Yes
7695,2,2,2,No
7696,5,5,5,Yes
7697,1,1,1,No
7698,3,3,3,Yes
7699,5,5,5,Yes
7700,3,3,3,No
7701,5,5,5,Yes
7702,2,2,2,Yes
7703,4,4,4,Yes
7704,3,3,3,Yes
7705,1,1,1,No
7706,5,5,5,Yes
7707,2,2,2,Yes
7708,4,4,4,Yes
7709,5,5,5,No
7710,2,2,2,Yes
7711,5,5,5,Yes
7712,3,3,3,Yes
7713,1,1,1,Yes
7714,5,5,5,No
7715,3,3,3,Yes
7716,2,2,2,Yes
7717,2,2,2,Yes
7718,4,4,4,Yes
7719,4,4,4,No
7720,3,3,3,Yes
7721,5,5,5,Yes
7722,3,3,3,Yes
7723,1,1,1,Yes
7724,5,5,5,Yes
7725,5,5,5,Yes
7726,2,2,2,No
7727,1,1,1,Yes
7728,5,5,5,Yes
7729,2,2,2,Yes
7730,3,3,3,Yes
7731,5,5,5,Yes
7732,3,3,3,Yes
7733,4,4,4,Yes
7734,5,5,5,Yes
7735,2,2,2,No
7736,5,5,5,Yes
7737,1,1,1,No
7738,3,3,3,Yes
7739,5,5,5,Yes
7740,3,3,3,No
7741,5,5,5,Yes
7742,2,2,2,Yes
7743,4,4,4,Yes
7744,3,3,3,Yes
7745,1,1,1,No
7746,5,5,5,Yes
7747,2,2,2,Yes
7748,4,4,4,Yes
7749,5,5,5,No
7750,2,2,2,Yes
7751,5,5,5,Yes
7752,3,3,3,Yes
7753,1,1,1,Yes
7754,5,5,5,No
7755,3,3,3,Yes
7756,2,2,2,Yes
7757,2,2,2,Yes
7758,4,4,4,Yes
7759,4,4,4,No
7760,3,3,3,Yes
7761,5,5,5,Yes
7762,3,3,3,Yes
7763,1,1,1,Yes
7764,5,5,5,Yes
7765,5,5,5,Yes
7766,2,2,2,No
7767,1,1,1,Yes
7768,5,5,5,Yes
7769,2,2,2,Yes
7770,3,3,3,Yes
7771,5,5,5,Yes
7772,3,3,3,Yes
7773,4,4,4,Yes
7774,5,5,5,Yes
7775,2,2,2,No
7776,5,5,5,Yes
7777,1,1,1,No
7778,3,3,3,Yes
7779,5,5,5,Yes
7780,3,3,3,No
7781,5,5,5,Yes
7782,2,2,2,Yes
7783,4,4,4,Yes
7784,3,3,3,Yes
7785,1,1,1,No
7786,5,5,5,Yes
7787,2,2,2,Yes
7788,4,4,4,Yes
7789,5,5,5,No
7790,2,2,2,Yes
7791,5,5,5,Yes
7792,3,3,3,Yes
7793,1,1,1,Yes
7794,5,5,5,No
7795,3,3,3,Yes
7796,2,2,2,Yes
7797,2,2,2,Yes
7798,4,4,4,Yes
7799,4,4,4,No
7800,3,3,3,Yes
7801,5,5,5,Yes
7802,3,3,3,Yes
7803,1,1,1,Yes
7804,5,5,5,Yes
7805,5,5,5,Yes
7806,2,2,2,No
7807,1,1,1,Yes
7808,5,5,5,Yes
7809,2,2,2,Yes
7810,3,3,3,Yes
7811,,5,5,Yes
7812,,3,3,Yes
7813,,4,4,Yes
7814,,5,5,Yes
7815,,2,2,No
7816,,5,5,Yes
7817,,1,1,No
7818,,3,3,Yes
7819,,5,5,Yes
7820,,3,3,No
7821,,5,5,Yes
7822,,2,2,Yes
7823,,4,4,Yes
7824,,3,3,Yes
7825,,1,1,No
7826,,5,5,Yes
7827,,2,2,Yes
7828,,4,4,Yes
7829,,5,5,No
7830,,2,2,Yes
7831,,5,5,Yes
7832,,3,3,Yes
7833,,1,1,Yes
7834,5,5,5,No
7835,3,3,3,Yes
7836,4,2,2,Yes
7837,5,2,2,Yes
7838,2,4,4,Yes
7839,5,4,4,No
7840,1,3,3,Yes
7841,3,5,5,Yes
7842,5,3,3,Yes
7843,3,1,1,Yes
7844,5,5,5,Yes
7845,2,5,5,Yes
7846,4,2,2,No
7847,3,1,1,Yes
7848,1,5,5,Yes
7849,5,2,2,Yes
7850,2,3,3,Yes
7851,4,,,Yes
7852,5,5,5,Yes
7853,2,3,3,Yes
7854,5,4,4,Yes
7855,3,5,5,No
7856,1,2,2,Yes
7857,5,5,5,No
7858,3,1,1,Yes
7859,2,3,3,Yes
7860,2,5,5,No
7861,4,3,3,Yes
7862,4,5,5,Yes
7863,3,2,2,Yes
7864,5,4,4,Yes
7865,3,3,3,No
7866,1,1,1,Yes
7867,5,5,5,Yes
7868,5,2,2,Yes
7869,2,4,4,No
7870,1,5,5,Yes
7871,5,2,2,Yes
7872,2,5,5,Yes
7873,3,3,3,Yes
7874,5,1,1,No
7875,3,5,5,Yes
7876,4,3,3,Yes
7877,5,2,2,Yes
7878,2,2,2,Yes
7879,5,4,4,No
7880,1,4,4,Yes
7881,3,3,3,Yes
7882,5,5,5,Yes
7883,3,3,3,Yes
7884,5,1,1,Yes
7885,2,5,5,Yes
7886,4,5,5,No
7887,3,2,2,Yes
7888,1,1,1,Yes
7889,5,5,5,Yes
7890,2,2,2,Yes
7891,4,3,3,Yes
7892,5,5,5,Yes
7893,2,3,3,Yes
7894,5,4,4,Yes
7895,3,5,5,No
7896,1,2,2,Yes
7897,5,5,5,No
7898,3,1,1,Yes
7899,2,3,3,Yes
7900,2,5,5,No
7901,4,3,3,Yes
7902,4,5,5,Yes
7903,3,2,2,Yes
7904,5,4,4,Yes
7905,3,3,3,No
7906,1,1,1,Yes
7907,5,5,5,Yes
7908,5,2,2,Yes
7909,2,4,4,No
7910,1,5,5,Yes
7911,5,2,2,Yes
7912,2,5,5,Yes
7913,3,3,3,Yes
7914,5,1,1,No
7915,4,4,4,Yes
7916,3,3,3,Yes
7917,1,1,1,Yes
7918,5,5,5,Yes
7919,2,2,2,No
7920,4,4,4,Yes
7921,5,5,5,Yes
7922,2,2,2,Yes
7923,5,5,5,Yes
7924,3,3,3,Yes
7925,1,1,1,Yes
7926,5,5,5,No
